Código;Procedimento 
409070157;EXERESE DE GLANDULA DE BARTHOLIN / SKENE
409070190;MARSUPIALIZACAO DE GLANDULA DE BARTOLIN
409070203;OPERACAO DE BURCH
409070211;RECONSTRUCAO DA VAGINA
409070220;TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS
409070246;TRATAMENTO CIRURGICO DE FISTULA URETRO-VAGINAL
409070254;TRATAMENTO CIRURGICO DE FISTULA VESICO-VAGINAL
409070262;TRATAMENTO CIRURGICO DE HIPERTROFIA DOS PEQUENOS LABIOS
409070270;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL
409070289;TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA
409070300;VULVECTOMIA SIMPLES
410010014;DRENAGEM DE ABSCESSO DE MAMA
410010057;MASTECTOMIA RADICAL C/ LINFADENECTOMIA
410010065;MASTECTOMIA SIMPLES
410010073;PLASTICA MAMARIA FEMININA NAO ESTETICA
410010081;PLASTICA MAMARIA MASCULINA
410010090;PLASTICA MAMARIA RECONSTRUTIVA - POS MASTECTOMIA C/ IMPLANTE DE PROTESE
410010111;SETORECTOMIA / QUADRANTECTOMIA
410010120;SETORECTOMIA / QUADRANTECTOMIA C/ ESVAZIAMENTO GANGLIONAR
411010018;DESCOLAMENTO MANUAL DE PLACENTA
411010026;PARTO CESARIANO EM GESTACAO DE ALTO RISCO
411010034;PARTO CESARIANO
411010042;PARTO CESARIANO C/ LAQUEADURA TUBARIA
411010077;SUTURA DE LACERACOES DE TRAJETO PELVICO (NO PARTO ANTES DA ADMISSAO)
411020013;CURETAGEM POS-ABORTAMENTO / PUERPERAL
411020030;HISTERECTOMIA PUERPERAL
411020048;TRATAMENTO CIRURGICO DE GRAVIDEZ ECTOPICA
411020056;TRATAMENTO DE OUTROS TRANSTORNOS MATERNOS RELACIONADOS PREDOMINANTEMENTE A GRAVIDEZ
412010038;COLOCAÇÃO DE PROTESE LARINGO-TRAQUEAL, TRAQUEAL, TRAQUEO-BRONQUICA, BRONQUICA POR VIA ENDOSCOPICA (INCLUI PROTESE)
412010046;COLOCACAO DE PROTESE LARINGO TRAQUEAL/ TRAQUEO-BRONQUICA (INCLUI PRÓTESE)
412010062;PUNCAO DE TRAQUEIA C/ ASPIRACAO
412010097;TRAQUEOPLASTIA POR ACESSO TORÁCICO
412010100;TRAQUEOPLASTIA E/OU LARINGOTRAQUEOPLASTIA
412010119;TRAQUEORRAFIA E/OU FECHAMENTO DE FISTULA TRAQUEO-CUTANEA
412010127;TRAQUEOSTOMIA COM COLOCAÇÃO DE ORTESE TRAQUEAL OU TRAQUEOBRONQUICA
412010143;TRATAMENTO CIRURGICO DE FISTULA TRAQUEOESOFAGICA ADQUIRIDA
412020017;MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR
412020025;MEDIASTINOTOMIA EXTRAPLEURAL POR VIA POSTERIOR
412020033;MEDIASTINOTOMIA P/ DRENAGEM
412020050;RESSECÇÃO DE TUMOR DO MEDIASTINO
412020068;TIMECTOMIA
412020076;TRAQUEOSTOMIA MEDIASTINAL
412020084;TRATAMENTO DE MEDIASTINITE (QUALQUER VIA)
412030012;DESCORTICAÇÃO PULMONAR
412030047;FECHAMENTO DE PLEUROSTOMIA
412030098;PLEUROSTOMIA
412030101;DRENAGEM TUBULAR PLEURAL ABERTA (PLEUROSTOMIA) 
412030110;PLEURODESE
412030128;RETIRADA DE DRENO TUBULAR TORACICO
412040018;COSTECTOMIA
412040026;ESTERNECTOMIA COM OU SEM PRÓTESE
412040034;ESTERNECTOMIA SUBTOTAL
412040115;RETIRADA DE CORPO ESTRANHO DA PAREDE TORÁCICA
412040123;TORACECTOMIA COM RECONSTRUÇÃO PARIETAL (POR PROTESE)
412040131;TORACECTOMIA SEM RECONSTRUÇÃO PARIETAL
412040158;TORACOPLASTIA (QUALQUER TECNICA)
412040166;TORACOSTOMIA COM DRENAGEM PLEURAL FECHADA
412040174;TORACOTOMIA EXPLORADORA
412040182;TRATAMENTO CIRÚRGICO DE DEFEITOS CONGÊNITOS DO TORAX
412050013;BULECTOMIA UNI OU BILATERAL
412050030;LIGADURA DE ARTÉRIAS BRONQUICAS POR TORACOTOMIA PARA CONTROLE DE HEMOPTISE
412050048;LOBECTOMIA PULMONAR
412050064;PNEUMOMECTOMIA
412050080;PNEUMORRAFIA
412050102;RESSECÇÃO EM CUNHA, TUMORECTOMIA / BIOPSIA DE PULMAO A CEU ABERTO
412050145;METASTASECTOMIA PULMONAR UNI OU BILATERAL (QUALQUER METODO)
412050153;TROMBOENDARTERECTOMIA PULMONAR
412050170;TORACOCENTESE/DRENAGEM DE PLEURA
413010015;ATENDIMENTO DE URGENCIA EM MEDIO E GRANDE QUEIMADO
413010066;TRATAMENTO DE GRANDE QUEIMADO
413010074;TRATAMENTO DE INTERCORRENCIA EM PACIENTE MEDIO E GRANDE QUEIMADO
413010082;TRATAMENTO DE MEDIO QUEIMADO
413010090;TRATAMENTO DE PEQUENO QUEIMADO
413030024;LIPOASPIRACAO DE PAREDE ABDOMINAL OU DORSO EM  PACIENTES COM LIPODISTROFIA DECORRENTE DO USO DE ANTI-RETROVIRAl
413040020;CORRECAO DE RETRACAO CICATRICIAL EXTENSA (VARIOS ESTAGIOS)
413040038;DERMOLIPECTOMIA (1 OU 2 MEMBROS INFERIORES)
413040046;DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLASTICA ABDOMINAL)
413040054;DERMOLIPECTOMIA ABDOMINAL POS-GASTROPLASTIA
413040062;DERMOLIPECTOMIA BRAQUIAL POS-GASTROPLASTIA
413040070;DERMOLIPECTOMIA CRURAL POS-GASTROPLASTIA
413040089;MAMOPLASTIA POS-GASTROPLASTIA
413040097;PREPARO DE RETALHO
413040100;PREPARO DE TUBO PEDICULADO
413040119;RECONSTRUCAO DE LOBULO DA ORELHA
413040127;RECONSTRUCAO DE POLO SUPERIOR DA ORELHA
413040135;RECONSTRUCAO DO HELIX DA ORELHA
413040143;RECONSTRUCAO TOTAL DE ORELHA (MULTIPLOS ESTAGIOS)
413040151;TRANSFERENCIA INTERMEDIARIA DE RETALHO
413040178;TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA
413040186;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DA AXILA
413040194;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DO COTOVELO
413040208;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DOS DEDOS DA MAO/PE  S/ COMPROMETIMENTO TENDINOSO
413040216;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL EM UM ESTAGIO
413040224;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL NA REGIAO POPLITEA
413040232;TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA
413040240;TRATAMENTO CIRURGICO P/ REPARACOES DE PERDA DE SUBSTANCIA DA MAO
414010035;MOLDAGEM / IMPLANTE EM PELE / MUCOSA (POR TRATAMENTO COMPLETO)
414010230;SEPTOPLASTIA REPARADORA NAO ESTETICA
414010256;TRATAMENTO CIRÚRGICO DE FÍSTULA ORO-SINUSAL / ORO-NASAL
414010272;TRATAMENTO CIRÚRGICO DE FÍSTULA CUTÂNEA DE ORIGEM DENTÁRIA
414010329;TRATAMENTO CIRÚRGICO DE CISTO DO COMPLEXO MAXILO-MANDIBULAR
414010345;EXCISÃO DE CÁLCULO DE GLÂNDULA SALIVAR
415010012;TRATAMENTO C/ CIRURGIAS MULTIPLAS
415020026;PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA E/OU ORTOPEDIA
415020034;OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
415020042;PROCEDIMENTOS SEQUENCIAIS EM ANOMALIA CRÂNIO E BUCOMAXILOFACIAL 
415030013;TRATAMENTO CIRURGICO EM POLITRAUMATIZADO
415040027;DEBRIDAMENTO DE FASCEITE NECROTIZANTE
415040035;DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS
416010024;CISTECTOMIA TOTAL E DERIVACAO EM 1 SO TEMPO EM ONCOLOGIA
416010032;CISTECTOMIA TOTAL EM ONCOLOGIA
416010075;NEFRECTOMIA EM ONCOLOGIA
416010083;NEFROPIELOSTOMIA EM ONCOLOGIA
416010091;NEFROURETERECTOMIA TOTAL EM ONCOLOGIA
416010105;ORQUIECTOMIA UNI OU BILATERAL C/ ESVAZIAMENTO GANGLIONAR EM ONCOLOGIA
416010113;ORQUIECTOMIA UNILATERAL EM ONCOLOGIA
416010121;PROSTATECTOMIA EM ONCOLOGIA
416010130;PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA
416010156;RESSECCAO DE TUMOR VESICAL A CEU ABERTO EM ONCOLOGIA
416010164;RESSECCAO DE TUMORES MULTIPLOS E SIMULTANEOS DO TRATO URINARIO EM ONCOLOGIA
416010172;RESSECCAO ENDOSCOPICA DE TUMOR VESICAL EM ONCOLOGIA
416010199;URETEROENTEROSTOMIA EM ONCOLOGIA
416020020;LINFADENECTOMIA BILATERAL PELVICA EM ONCOLOGIA
416020038;LINFADENECTOMIA DE TRONCO CELIACO EM ONCOLOGIA
416020046;LINFADENECTOMIA ILEO-LOMBAR EM ONCOLOGIA
416020062;LINFADENECTOMIA RADICAL AXILAR UNILATERAL EM ONCOLOGIA
416020070;LINFADENECTOMIA RADICAL CERVICAL BILATERAL EM ONCOLOGIA
416020089;LINFADENECTOMIA RADICAL CERVICAL UNILATERAL EM ONCOLOGIA
416020097;LINFADENECTOMIA RADICAL INGUINAL BILATERAL EM ONCOLOGIA
416020100;LINFADENECTOMIA RADICAL INGUINAL UNILATERAL EM ONCOLOGIA
416020127;LINFADENECTOMIA RETROPERITONIAL EM ONCOLOGIA
416020143;LINFADENECTOMIA SUPRACLAVICULAR UNILATERAL EM ONCOLOGIA
416030025;EXCISAO DE TUMOR DE GLANDULA SALIVAR EM ONCOLOGIA
416030033;EXCISAO DE TUMOR DE GLANDULA SUBLINGUAL EM ONCOLOGIA
416030041;EXCISAO DE TUMOR DE GLANDULA SUBMAXILAR EM ONCOLOGIA
416030050;EXTIRPACAO DE BOCIO INTRATORACICO POR VIA TRANSESTERNAL EM ONCOLOGIA
416030068;GLOSSECTOMIA PARCIAL EM ONCOLOGIA
416030084;PARATIREOIDECTOMIA TOTAL EM ONCOLOGIA
416030092;PAROTIDECTOMIA EM ONCOLOGIA
416030106;RESSECCAO DE LESAO MALIGNA EM ONCOLOGIA
416030114;RESSECCAO DE LESAO MALIGNA C/ ESVAZIAMENTO GANGLIONAR EM ONCOLOGIA
416030122;TIREOIDECTOMIA TOTAL C/ ESVAZIAMENTO CERVICAL EM ONCOLOGIA
416030130;TIREOIDECTOMIA TOTAL EM ONCOLOGIA
416040012;ANASTOMOSE BILEO-DIGESTIVA EM ONCOLOGIA
416040020;COLEDOCOTOMIA C/ OU S/ COLECISTECTOMIA EM ONCOLOGIA
416040039;ESOFAGECTOMIA C/ TORACOTOMIA E ESVAZIAMENTO GANGLIONAR RADICAL EM ONCOLOGIA
416040055;ESOFAGOGASTRECTOMIA EM ONCOLOGIA
416040063;ESPLENECTOMIA EM ONCOLOGIA
416040071;GASTRECTOMIA TOTAL EM ONCOLOGIA
416040080;GASTROENTEROANASTOMOSE EM ONCOLOGIA
416040098;GASTROSTOMIA EM ONCOLOGIA
416040101;HEPATECTOMIA PARCIAL  LOBECTOMIA DIREITA / ESQUERDA EM ONCOLOGIA
416040110;PANCREATECTOMIA PARCIAL EM ONCOLOGIA
416040128;PANCREATO-DUODENOTOMIA EM ONCOLOGIA
416040144;RESSECCAO DE TUMOR RETROPERITONIAL C/ RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA
416040152;RESSECCAO MULTIPLA DE SEGMENTOS DO TUBO DIGESTIVO (ESOFAGO, ESTOMAGO E INTESTINO DELGADO) EM ONCOLOGIA
416040160;SUPRARRENALECTOMIA  EM ONCOLOGIA
416040179;ALCOOLIZAÇÃO PERCUTÂNEA DE CARCINOMA HEPÁTICO
416040187;TRATAMENTO DE CARCINOMA HEPÁTICO POR RADIOFREQUÊNCIA 
416040195;QUIMIOEMBOLIZAÇÃO DE CARCINOMA HEPÁTICO
416050018;AMPUTACAO ABDOMINO-PERINEAL DE RETO EM ONCOLOGIA
416050026;COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA
416050034;COLECTOMIA TOTAL EM ONCOLOGIA
416050042;COLOSTOMIA EM ONCOLOGIA
416050050;EXCISAO DE TUMOR RETAL PELO ANUS EM ONCOLOGIA
416050069;PROCTOCOLECTOMIA TOTAL EM ONCOLOGIA
416050077;RETOSSIGMOIDECTOMIA ABDOMINAL EM ONCOLOGIA
416050085;RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL EM ONCOLOGIA
416060013;AMPUTACAO CONICA DE COLO DE UTERO C/ COLPECTOMIA EM ONCOLOGIA
416060021;ANEXECTOMIA UNI / BILATERAL EM ONCOLOGIA
416060030;COLPECTOMIA TOTAL EM ONCOLOGIA
416060048;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL) EM ONCOLOGIA
416060056;HISTERECTOMIA C/ RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA
416060064;HISTERECTOMIA TOTAL AMPLIADA EM ONCOLOGIA
416060072;HISTERECTOMIA TOTAL EM ONCOLOGIA
416060080;TRAQUELECTOMIA RADICAL EM ONCOLOGIA
416060099;VULVECTOMIA AMPLIADA C/ LINFADENECTOMIA EM ONCOLOGIA
416060102;VULVECTOMIA SIMPLES POR TUMOR
416080014;EXCISAO E ENXERTO DE PELE (HEMANGIOMA NEVUS / TUMOR) EM ONCOLOGIA
416080030;EXCISAO E SUTURA COM PLASTICA EM Z NA PELE EM ONCOLOGIA
416080049;EXCISAO EM CUNHA DE LABIO E SUTURA EM ONCOLOGIA
416080057;EXCISAO PARCIAL DE LABIO C/ ENXERTO LIVRE EM ONCOLOGIA
416080065;EXTIRPACAO E SUPRESSAO MULTIPLA DE LESAO DA PELE E TECIDO CELULAR SUBCUTANEO EM ONCOLOGIA
416080073;MAXILECTOMIA C/ OU S/ ESVAZIAMENTO ORBITARIO EM ONCOLOGIA
416080081;RECONSTRUCAO C/ RETALHO MIOCUTANEO (QUALQUER PARTE) EMONCOLOGIA
416080090;RECONSTRUCAO POR MICROCIRURGIA (QUALQUER PARTE) EM ONCOLOGIA
416080103;RESSECCAO AMPLIADA DE TUMORES DE PARTES MOLES EM ONCOLOGIA
416090010;AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES EM ONCOLOGIA
416090052;DESARTICULACAO INTERESCAPULO-TORACICA EM ONCOLOGIA
416090060;RESSECCAO DE PARTES MOLES DAS EXTREMIDADES C/ RECONSTRUCAO EM ONCOLOGIA
416090087;RESSECCAO DE TUMOR E RECONSTRUCAO C/ ENXERTO EM ONCOLOGIA
416090095;RESSECCAO DE TUMOR MALIGNO DO OSSO TEMPORAL EM ONCOLOGIA
416090109;RESSECCAO DE TUMOR OSSEO C/ SUBSTITUICAO (ENDOPROTESE) EM ONCOLOGIA
416110010;LOBECTOMIA PULMONAR RADICAL EM ONCOLOGIA
416110029;PNEUMOMECTOMIA RADICAL EM ONCOLOGIA
416110037;TORACECTOMIA C/ RESSECCAO DE ESTRUTURAS INTRA-TORACICAS  EM ONCOLOGIA
416110045;TORACECTOMIA E RECONSTRUCAO PARIETAL C/ PROTESE EM ONCOLOGIA
416110053;TORACOTOMIA EXPLORADORA EM ONCOLOGIA
416120024;MASTECTOMIA RADICAL C/ LINFADENECTOMIA AXILAR EM ONCOLOGIA
416120032;MASTECTOMIA SIMPLES EM ONCOLOGIA
416120040;RESSECCAO DE LESAO NAO PALPAVEL DE MAMA COM MARCACAO EM ONCOLOGIA
416120059;SEGMENTECTOMIA DE MAMA EM ONCOLOGIA
416130011;EXTIRPACAO DE TUMOR DA FARINGE EM ONCOLOGIA
416130038;LARINGECTOMIA PARCIAL EM ONCOLOGIA
416130046;LARINGECTOMIA TOTAL C/ ESVAZIAMENTO CERVICAL EM ONCOLOGIA
416130054;LARINGECTOMIA TOTAL EM ONCOLOGIA
416130062;MANDIBULECTOMIA PELVI-GLOSO EM ONCOLOGIA
417010010;ANESTESIA OBSTETRICA P/ CESARIANA
417010028;ANALGESIA OBSTETRICA P/ PARTO NORMAL
417010036;ANESTESIA OBSTETRICA P/CESARIANA EM GESTACAO DE ALTO RISCO
417010044;ANESTESIA GERAL
417010052;ANESTESIA REGIONAL
417010060;SEDACAO
418010056;IMPLANTE DE CATETER DUPLO LUMEN  NA  IRA (INCLUI CATETER)
418010072;IMPLANTE DE CATETER TENCKHOFF OU SIMILAR DE LONGA PERMANENCIA NA IRA  (INCLUI CATETER)
501080015;BIOPSIA E EXAME ANATOMO-CITOPATOLOGICO EM PACIENTE TRANSPLANTADO
501080023;CONTAGEM DE CD4/CD3 EM PACIENTE TRANSPLANTADO
501080031;DOSAGEM DE CICLOSPORINA (EM PACIENTE TRANSPLANTADO)
501080040;DOSAGEM DE SIROLIMO (EM PACIENTE TRANSPLANTADO)
501080058;DOSAGEM DE TACROLIMO (EM PACIENTE TRANSPLANTADO)
501080066;EXAMES DE RADIOLOGIA EM PACIENTE TRANSPLANTADO
501080074;EXAMES MICROBIOLOGICOS EM PACIENTE TRANSPLANTADO
501080082;SOROLOGIA EM PACIENTE TRANSPLANTADO
501080090;ULTRASSONOGRAFIA DE ORGAO TRANSPLANTADO
505010011;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - APARENTADO
505010020;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - NAO APARENTADO
505010046;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE DE CORDAO UMBILICAL DE NAO APARENTADO
505010054;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO -  APARENTADO
505010062;TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - NAO APARENTADO
505010070;TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA -
505010089;TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO -
505010097;TRANSPLANTE DE CORNEA
505010100;TRANSPLANTE DE CORNEA (EM CIRURGIAS COMBINADAS)
505010119;TRANSPLANTE DE CORNEA (EM REOPERACOES)
505010127;TRANSPLANTE DE ESCLERA
505020041;TRANSPLANTE DE CORACAO
505020050;TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO)
505020068;TRANSPLANTE DE FIGADO (ORGAO DE DOADOR VIVO)
505020076;TRANSPLANTE DE PANCREAS
505020084;TRANSPLANTE DE PULMAO UNILATERAL
505020092;TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO)
505020106;TRANSPLANTE DE RIM (ORGAO DE DOADOR VIVO)
505020114;TRANSPLANTE SIMULTANEO DE PANCREAS E RIM
505020122;TRANSPLANTE  DE PULMÃO BILATERAL
506020010;INTERCORRENCIA POS TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS -  NAO APARENTADO (HOSPITAL DIA) 
506020029;INTERCORRENCIA POS-TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS (HOSPITAL DIA) 
506020037;TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE APARENTADO (HOSPITAL DIA) 
506020045;TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE DE ORGAOS / CELULAS-TRONCO HEMATOPOETICAS 
603010016;METILPREDNISOLONA 500 MG INJENTAVEL (POR AMPOLA)
603020011;CICLOSPORINA  50MG (POR CAPSULA)
603020020;CICLOSPORINA 100MG (POR CAPSULA)
603020038;CICLOSPORINA 100MG/ML SOLUCAO ORAL
603020046;CICLOSPORINA 25MG (POR CAPSULA)
603020054;CICLOSPORINA 50 MG INJETAVEL (POR FRASCO-AMPOLA)
603020089;IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 100 MG INJETAVEL (POR FRASCO-AMPOLA 0,5 ML)
603020097;IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 25 MG INJETAVEL (POR FRASCO-AMPOLA 0,5 ML)
603030017;IMUNOGLOBULINA ANTI RH (D)
603030025;IMUNOGLOBULINA G 250 MG INJETAVEL (POR FRASCO)
603030033;IMUNOGLOBULINA HUMANA 1,0 G INJETAVEL (POR FRASCO)
603030041;IMUNOGLOBULINA HUMANA 320 MG INJETAVEL(POR FRASCO)
603040012;CABERGOLINA 0,5 MG (POR COMPRIMIDO)
603050018;ABCIXIMABE
603050026;CLORIDRATO DE TIROFIBANA
603050034;ESTREPTOQUINASE 250000 UI
603070019;ALBUMINA HUMANA 20 POR CENTO (FRASCO-AMPOLA DE 50 ML)
603070027;CONCENTRADO DE COMPLEXO PROTROMBINICO 500UI
603070035;CONCENTRADO DE COMPLEXO PROTROMBINICO ATIVADO 250 UI
603070051;CONCENTRADO FATOR VIII - FRASCO DE 250 UI
603080014;BASILIXIMABE 20 MG INJETAVEL (POR FRASCO-AMPOLA) P/ TRANSPLANTE
603080022;CICLOSPORINA 10 MG P/ TRANSPLANTE (POR CAPSULA)
603080030;CICLOSPORINA 100 MG P/ TRANSPLANTE (POR CAPSULA)
603080049;CICLOSPORINA 25 MG P/ TRANSPLANTE (POR CAPSULA)
603080057;CICLOSPORINA 50 MG P/ TRANSPLANTE (POR CAPSULA)
603080065;DACLIZUMABE 5 MG/ ML INJETAVEL  P/ TRANSPLANTE (POR FRASCO DE 5 ML)
603080081;IMUNOGLOBULINA HIPERIMUNE ANTI-HBS - P/ TRANSPLANTE (FRASCO-AMPOLA 2 ML E 10 ML)
603080090;IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 100 MG INJETAVEL P/ TRANSPLANTE (POR FRASCO-AMPOLA 0,5 ML)
603080103;IMUNOGLOBULINA OBTIDA/COELHO ANTITIMOCITOS HUMANOS 25 MG INJETAVEL P/TRANSPLANTE (POR FRASCO-AMPOLA 0,5 ML)
603080120;METILPREDNISOLONA 500MG INJETAVEL  P/TRANSPLANTE(POR FRASCO AMPOLA)
603080138;MICOFENOLATO DE MOFETILA 500MG P/ TRANSPLANTE (POR COMPRIMIDO)
603080146;MICOFENOLATO DE SODIO 360MG P/ TRANSPLANTE (POR COMPRIMIDO)
603080162;SIROLIMO 1MG P/ TRANSPLANTE (POR DRAGEA)
603080170;SIROLIMO 1MG/ML SOLUCAO ORAL P/ TRANSPLANTE (POR FRASCO DE 60ML)
603080189;SIROLIMO 2 MG P/ TRANSPLANTE (POR DRAGEA)
603080200;TACROLIMO 1 MG P/ TRANSPLANTE (POR CAPSULA)
603080219;TACROLIMO 5 MG P/ TRANSPLANTE (POR CAPSULA)
603080227;MICOFENOLATO DE SODIO 180MG  P/TRANSPLANTE (POR COMPRIMIDO)
702010014;BALAO DESTACAVEL
702010049;CATETER GUIA CALIBRE 6F A 8F
702010057;CATETER VENTRICULAR C/ RESERVATORIO
702010081;CONECTOR EM Y / RETO
702010090;CONJUNTO DE CATETER DE DRENAGEM EXTERNA E MPIC
702010111;CONJUNTO P/ HIDROCEFALIA DE BAIXO PERFIL
702010120;CONJUNTO PADRAO P/ HIDROCEFALIA
702010138;ESPIRAIS DE PLATINA 
702010154;GERADOR P/ ESTIMULACAO CEREBRAL
702010162;INTRODUTOR 6FA 8F
702010170;MICRO CATETER FLUXO DEPENDENTE
702010189;MICRO CATETER P/ BALAO
702010197;MICROBALAO DE REMODELAGEM
702010200;SHUNT LOMBO-PERITONAL
702010219;VALVULA PARA HIDROCEFALIA
702010227;CLIP DE COBALTO TEMPORÁRIO 
702010235;CLIP DE TITÂNIO PARA NEUROCIRURGIA
702030023;ANCORA
702030031;ARRUELA DENTEADA
702030040;ARRUELA LISA
702030074;CENTRALIZADOR PARA COMPONENTE FEMORAL CIMENTADO MODULAR
702030082;CIMENTO C/ ANTIBIOTICO
702030090;COMPONENTE ACETABULAR DE POLIETILENO CIMENTADO PRIMARIO / REVISAO
702030104;COMPONENTE ACETABULAR METALICO DE FIXACAO BIOLOGICA PRIMARIA / REVISAO
702030112;COMPONENTE CEFALICO
702030120;COMPONENTE CEFALICO / POLIETILENO / METAL P/ HEMIARTROPLASTIA BIPOLAR / METALICO P/ HEMIARTROPLASIA MONOPOLAR
702030139;COMPONENTE CEFALICO P/ ARTROPLASTIA TOTAL DO QUADRIL
702030147;COMPONENTE DE AUMENTO DA TIBIA P/ REVISAO DE PROTESE TOTAL DE JOELHO
702030155;COMPONENTE DE AUMENTO DO FEMUR P/ REVISAO DE PROTESE TOTAL DE JOELHO
702030163;COMPONENTE FEMORAL CIMENTADO MODULAR PRIMARIO
702030180;COMPONENTE FEMORAL DE REVISAO CIMENTADO / FIXACAO BIOLOGICA
702030198;COMPONENTE FEMORAL MODULAR DE REVISAO CIMENTADA P/ ENXERTO IMPACTADO
702030201;COMPONENTE FEMORAL MODULAR DE REVISAO NAO CIMENTADA P/ REVESTIMENTO TOTAL
702030210;COMPONENTE FEMORAL NAO CIMENTADO MODULAR PRIMARIO
702030228;COMPONENTE FEMORAL PRIMARIO CIMENTADO / FIXACAO BIOLOGICA
702030236;COMPONENTE GLENOIDAL
702030244;COMPONENTE PATELAR CIMENTADO / FIXACAO BIOLOGICA
702030252;COMPONENTE TIBIAL DE REVISAO DE POLIETILENO
702030260;COMPONENTE TIBIAL DE REVISAO METALICO CIMENTADO / FIXACAO BIOLOGICA EM CUNHA
702030279;COMPONENTE TIBIAL PRIMARIO DE POLIETILENO
702030287;COMPONENTE TIBIAL PRIMARIO METALICO CIMENTADO / FIXACAO BIOLOGICA
702030295;COMPONENTE UMERAL CIMENTADO / FIXACAO BIOLOGICA
702030317;DISPOSITIVO ANTI-PROTRUSAO C/ ORIFICIOS P/ PARAFUSOS
702030325;FIO OLIVADO P/ FIXADOR EXTERNO
702030333;FIO TIPO STEINMAN ROSQUEADO
702030368;FIXADOR EXTERNO C/ SISTEMA DE CORRECAO ANGULAR E/OU ROTACIONAL
702030384;FIXADOR EXTERNO CIRCULAR / SEMI-CIRCULAR
702030392;FIXADOR EXTERNO HIBRIDO
702030406;FIXADOR EXTERNO LINEAR
702030414;FIXADOR EXTERNO P/ PUNHO
702030422;FIXADOR EXTERNO TIPO PLATAFORMA - SISTEMA DE ALONGAMENTO / TRANSPLANTE OSSEO
702030430;FIXADOR PELVICO
702030449;GRAMPO
702030465;HASTE DE ENDER
702030473;HASTE DE RUSH
702030481;HASTE FEMORAL CURTA C/ BLOQUEIO CEFALICO (INCLUI PARAFUSOS)
702030490;HASTE FEMORAL LONGA C/ BLOQUEIO CEFALICO (INCLUI PARAFUSOS)
702030503;HASTE FEMORAL P/ REVISAO DE PROTESE TOTAL DO JOELHO
702030511;HASTE INTRAMEDULAR BLOQUEADA DE FEMUR (INCLUI PARAFUSOS)
702030520;HASTE INTRAMEDULAR BLOQUEADA DE TIBIA (INCLUI PARAFUSOS)
702030538;HASTE INTRAMEDULAR BLOQUEADA DE UMERO (INCLUI PARAFUSOS)
702030546;HASTE INTRAMEDULAR FLEXIVEL P/ USO INFANTIL
702030554;HASTE INTRAMEDULAR NAO BLOQUEADA
702030562;HASTE INTRAMEDULAR RETROGRADA (INCLUI PARAFUSOS)
